symbol,cagr,avg_fcf_margin,dcf_base_case,dcf_bull,dcf_bear
PEG,7.48,1.0,-43.81218714731058,-40.75070774565767,-45.04373036063807
PTC,12.32,28.11,136.20829179466958,240.23988181296386,94.42520748247391
PSA,4.88,40.0,118.77387507853055,240.7641522742555,69.65394230845047
PHM,2.66,8.85,113.1664715174336,193.38363555642275,80.83823718868068
PWR,18.6,5.38,243.4018906649401,452.1886998683662,159.6898135071695
QCOM,0.06,25.14,131.72159774506702,224.5417944463235,94.27248184853649
DGX,3.74,11.04,112.80637587631757,228.5262380516555,66.19073162712697
Q,-0.01,19.19,38.772187319048726,76.94649738936032,23.36994187623081
RL,7.99,9.93,363.57714569142803,638.4379091573154,253.02826648401881
RJF,8.45,1.0,69.30301992038684,78.61617977419364,65.557867465994
RTX,9.72,6.66,61.62334757000546,122.54479031229317,37.135036760965086
O,19.8,40.0,39.59133608393752,92.65027227855764,18.323936458337254
REG,8.27,40.0,34.476871021247305,78.60571601502161,16.729987104339916
REGN,5.62,26.76,671.3131482458591,1099.6002184284714,498.90991553063503
RF,1.65,29.19,32.35485790680052,56.81673679456465,22.49236098257321
RSG,7.08,13.41,80.98138644435717,169.9773244890771,45.17593151754433
RMD,12.88,19.56,159.3321635473775,270.34196478073136,114.7538764547384
RVTY,-4.82,13.95,14.98737398720343,39.475746106380136,5.083600362532143
HOOD,30.0,5.91,21.335218422948504,32.14162823761688,17.01306929364971
ROK,2.44,11.55,91.72460466284709,177.20732820913653,57.27121317498661
ROL,11.74,16.67,25.578456250224946,45.3868712952226,17.621241025374523
ROP,13.73,26.7,379.2789630760696,726.531749347591,239.86719631334628
ROST,6.76,7.9,94.74303272331686,162.65187867790326,67.41832766218428
RCL,26.59,1.0,-54.28498930103632,-35.35383119843327,-61.861705881903646
SPGI,11.11,31.44,295.1258193101742,536.0267540112258,198.33484083785424
CRM,9.82,28.72,247.4671646487313,450.66635622713096,165.7907064179063
SNDK,9.93,1.0,33.58761547555782,40.553586501557945,30.787727036437932
SBAC,2.25,40.0,8.408570574611113,112.28215069116882,-33.4604636931176
SLB,8.33,11.48,44.97493775493062,80.70403701800163,30.60637411682561
STX,-7.94,9.64,21.722027857847195,44.23409759921995,12.601285099253559
SRE,-1.73,1.0,-52.008003837183054,-50.324203301731956,-52.68791435287755
NOW,22.38,31.24,131.54221047116863,227.74127701347473,93.00632998745736
SHW,2.1,9.36,68.4070307610032,155.35640483571908,33.35758228264963
SPG,6.35,40.0,45.36466963623158,138.74393885924943,7.785729838348107
SWKS,-9.34,29.06,68.65724753681954,111.17754230307379,51.41518676176472
SJM,2.94,8.65,34.1080586532049,105.74463592252935,5.241276432303361
SW,30.0,3.22,55.17433064437451,116.9502573697664,30.46633118044964
SNA,2.11,18.66,271.8506079972449,452.38594303188984,199.07688559556402
SOLV,0.79,11.76,48.30870013303259,99.79786785576815,27.541682510833876
SO,0.31,1.0,-63.11672258270826,-60.78436155773103,-64.05762952462865
LUV,5.63,1.0,3.165580198770735,9.767154344616399,0.5081787021684574
SWK,-3.71,1.0,-31.98355310304927,-24.915847692827818,-34.84026657182564
SBUX,4.86,8.47,24.081764991895323,54.72837627874997,11.741697477568843
STT,4.82,14.93,119.74184599363006,203.11520845654584,86.1705085344299
STLD,-6.53,7.12,61.49644385754794,117.72943687758102,38.732600241029324
STE,9.38,12.82,132.92905075555728,239.5438316724479,90.06873973107118
SYK,10.83,14.71,164.46012425273656,305.16538409410987,107.92158911581902
SMCI,30.0,1.0,2.4472576496281557,14.253351446127107,-2.2747267002244644
SYF,8.67,40.0,344.83208773647533,580.7449946057524,249.97006953242044
SNPS,15.19,25.72,186.44086521537685,354.10850658902905,119.15493460964002
SYY,5.84,2.28,36.09862777665068,81.1191076189094,17.977483018405945
TMUS,3.53,9.74,9.983412335734773,92.684880662645,-23.33414920831333
TROW,4.08,21.21,126.78324095099285,204.13044652481497,95.6294216840802
TTWO,7.56,1.0,1.1720167634386656,5.682465156719319,-0.6423568578624701
TPR,1.6,14.01,53.214856952335005,99.28748440270716,34.63897196911855
TRGP,-6.65,4.44,-54.81048082137415,-32.88751800090832,-63.68575171153746
TGT,-1.34,2.27,29.136708124216387,72.00478258180517,11.829980656956696
TEL,1.97,15.4,111.9712663213271,199.89641166145003,76.52652700126258
TDY,3.86,14.28,245.54713775548282,444.8858285398354,165.25086449611214
TER,0.37,14.99,41.179964580245326,68.44142640847312,30.18259140319734
TSLA,5.19,6.0,32.14703216258968,49.213754423354786,25.275873268411264
TXN,-4.07,15.39,22.475504163426717,43.795030758912254,13.856711278270176
TPL,6.15,34.26,69.97813037328295,116.69623606682772,51.17581217320215
TXT,4.77,6.54,72.68698178089535,134.11521348448926,47.95161676081417
TMO,-0.27,15.66,132.46608968023924,294.74424563073984,66.98378563993398
TJX,6.53,7.21,59.54432879901507,106.82821009946056,40.51697267797812
TKO,30.0,20.58,495.4333387841394,915.4074754324022,327.45980454167506
TTD,22.44,27.44,62.087093499317,106.7237636700379,44.206587167854885
TSCO,3.0,4.29,6.8778974838234195,19.752305980290934,1.6901371681071489
TT,10.06,11.64,205.94509997766204,364.39137502248656,142.26222983645417
TDG,17.61,19.57,322.18326899487397,928.4449893097988,79.04436939882413
TRV,9.79,19.36,858.7440154748972,1478.1365932675421,609.7750877134696
TRMB,-0.81,11.91,17.816172575958653,33.2391410558121,11.59114782975265
TFC,0.57,35.78,56.99165306674651,109.59112082374348,35.77477415710488
TYL,8.02,22.05,234.42419738080335,395.10266303095807,169.8001998316006
TSN,0.72,1.51,12.017901248601609,38.49203387263133,1.3398012189282031
USB,5.68,40.0,102.14588126632343,186.97025976093113,68.00126985277771
UBER,17.73,11.17,73.46721522176834,129.7791985334821,50.88423728671525
UDR,4.11,35.63,10.983606361015758,31.077435875605236,2.8903438907646217
ULTA,6.68,9.48,421.0262937387609,750.9364400291511,288.2751908869983
UNP,-0.49,22.4,65.70114241951995,144.76751425194405,33.79308378543821
UAL,9.53,3.33,65.51703040091077,149.04540525315866,31.939381473647142
UPS,-4.04,6.77,56.35201060065049,113.75709653726635,33.14532984320274
URI,11.41,4.41,-0.5398128111865147,169.4052690701486,-68.81518964821558
UNH,11.35,5.72,536.1364917587334,957.8584557204098,366.70680582445823
UHS,9.03,4.37,175.71824500479562,367.3366779981178,98.67652387575987
VLO,-10.0,5.12,154.93419483442406,264.7595373129008,110.38092829881914
VEEV,14.03,39.69,224.38571335608574,355.1319163195854,171.89946250063747
VTR,12.21,14.66,12.140615128519205,39.46890598533809,1.1641753160746093
VLTO,4.16,17.37,54.3002604156464,96.04820552860288,37.485599955011736
VRSN,5.15,40.0,103.78056870128742,185.65245466279623,70.81793738281932
VRSK,7.16,33.28,105.56350331416695,201.96771355661411,66.77853873973002
VZ,0.33,11.38,3.278339871511838,36.812743299849004,-10.249795623565785
VRTX,10.35,23.73,245.12016398612366,405.4999975950132,180.66614144568604
VRT,21.59,9.79,79.05479903440065,139.40571948574137,54.87477678057627
VTRS,-4.2,14.16,8.187893176566503,20.498981968791817,3.210583364299405
VICI,15.49,40.0,20.58014942682951,47.25716031211405,9.87541526755694
V,10.92,40.0,191.25218139320458,332.6216922468559,134.44836021268526
VST,8.92,10.37,45.71338646012899,118.76327407498309,16.342036837154787
VMC,2.77,10.26,52.535384007070654,115.5254680944361,27.15105707546703
WRB,9.28,23.9,180.82498991675118,308.79102864835505,129.37960464128483
GWW,5.62,8.32,475.37302020905577,838.6006448115436,329.1588351478946
WAB,10.12,12.55,125.97589156324433,242.83854529506206,79.0072389665761
WMT,5.27,2.06,21.786294250688876,42.67468692822986,13.376756680376989
DIS,4.51,6.71,33.244810359657635,73.03817713621658,17.21958132768855
WBD,3.32,11.06,12.914710249165932,29.872215643466276,6.082525828762383
WM,8.56,9.95,59.4043895833182,141.66517537512706,26.325637835121114
WAT,2.12,16.84,24.588854717510575,77.38303235788314,3.307625607547654
WEC,0.7,1.0,-64.36771867162648,-61.63910243807085,-65.46829120706144
WFC,4.02,16.55,66.95682199015998,115.19948157920972,47.52525347425096
WELL,22.69,25.28,102.17774793944841,194.69621684010687,65.11885976027307
WST,2.12,13.52,86.18119691736605,143.368965256272,63.12885619720576
WDC,-10.0,1.0,6.666804226902416,8.101474741013796,6.0847959548271024
WY,-10.0,8.07,-0.7677393760908616,3.2483223190464856,-2.3969504769982275
WSM,-3.45,13.9,95.15500775424393,162.95738533183183,67.7534212991082
WMB,2.91,21.01,6.095542495494779,26.83752155061284,-2.262792299806349
WTW,3.07,11.79,125.42466285122136,248.83526603050112,75.6975185706239
WDAY,15.4,25.51,299.5364231811158,515.9937458587705,212.6759673395567
WYNN,23.86,6.43,49.918541189847346,162.21289376599145,4.949851021196645
XEL,-1.42,1.0,-57.175061377370966,-55.25717961170477,-57.94937620682358
XYL,17.84,8.95,86.31816295813063,153.6952703990787,59.29843178472647
YUM,6.28,18.58,48.426949571375076,114.09104143758178,22.000880781695315
ZBRA,-2.27,9.93,74.1750280472722,162.08196031240408,38.669353083060095
ZBH,5.85,15.89,75.52987924156498,154.11420610282465,43.899189487736294
ZTS,5.42,21.08,60.185139619531455,114.40273659621458,38.35870416223953
