symbol,name,sector,industry,current_price,market_cap,enterprise_value,pe_ratio,forward_pe,ps_ratio,pb_ratio,ev_ebitda,ev_revenue,peg_ratio,beta,revenue,gross_profit,ebitda,net_income,earnings_per_share,free_cash_flow,operating_cash_flow,total_debt,total_cash,shares_outstanding,roe,roa,debt_to_equity,current_ratio,quick_ratio,fifty_two_week_high,fifty_two_week_low,dividend_yield,payout_ratio,analyst_target_price,recommendation,gross_margin,ebitda_margin,net_margin,fcf_margin,fifty_two_week_position,net_debt,p_fcf,altman_z_score,z_score_zone
APD,"Air Products and Chemicals, Inc.",Basic Materials,Specialty Chemicals,283.87,63212363776.0,82973130752.0,29.881052,19.942308,5.071636,4.0391293,21.398,6.657,2.09,0.747,12463899648.0,3986400000.0,3877600000.0,2115299968.0,9.5,-3519237376.0,4121400064.0,18442199040.0,954200000.0,222680686.0,0.12353,0.03599,101.611,1.427,0.985,307.96,229.11,2.56,0.7566,327.85666,buy,0.3198356944922668,0.3111064842873806,0.1697141366457831,-0.2823544376470255,69.44831959416615,17487999040.0,-17.961950155993115,2.531,grey
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,133.05,78965825536.0,69892481024.0,32.851852,22.045702,6.2438383,10.366995,26.687,5.526,1.24,1.159,12647000064.0,10485999616.0,2619000064.0,2516999936.0,4.05,3191000064.0,4565000192.0,2534000128.0,12005000192.0,417930233.0,0.32325,0.06245,33.185,1.442,0.745,147.25,110.81,0.0,0.0,156.51389,buy,0.8291294032526068,0.2070846881273488,0.1990195242557721,0.252312805238553,61.031833150384216,-9471000064.0,17.42576508473865,4.261,safe
AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,149.23,21695870976.0,28050638848.0,50.41554,20.834263,5.0849943,4.4247756,24.456,6.574,1.9,0.598,4266646016.0,2486778880.0,1146972032.0,435179008.0,2.96,700723392.0,1580072960.0,5867704832.0,930444992.0,145385451.0,0.091680005,0.03393,119.534,2.057,1.749,165.45,69.78,0.0,0.0,159.30043,buy,0.5828416209534454,0.2688228711026961,0.1019955736585765,0.164232839886945,83.04588690289538,4937259840.0,30.962104448669525,3.111,safe
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,156.19,18420213760.0,22945103872.0,29.881052,12.93304,3.3524318,2.4179142,21.494,4.176,1.05,1.309,5494582784.0,1018185984.0,1067513984.0,-399635008.0,-3.41,716711744.0,1081304064.0,2005991040.0,1089809024.0,117934651.0,-0.0182,0.01605,19.845,2.068,1.11,221.0,55.9,0.98,0.5797,214.51273,buy,0.1853072424288366,0.1942848121441644,-0.0727325483499349,0.1304397025534013,60.74500302846759,916182016.0,25.70100642817149,2.499,grey
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,51.73,9014960128.0,25346727936.0,31.9546975,-58.784092,3.0766215,0.5612638,13.623,8.65,3.24,1.202,2930149120.0,2009796992.0,1860583936.0,-1067513984.0,-6.27,1408723072.0,1402721024.0,12878605312.0,418720000.0,174269480.0,-0.04144,0.01001,66.509,0.797,0.657,88.24,39.41,5.42,6.8946996,51.14286,hold,0.6859026314674388,0.6349792654921262,-0.3643207018760874,0.4807683890163242,25.230391152979724,12459885312.0,6.399384222195801,,not applicable
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,167.635,12005704704.0,11108825088.0,28.126677,13.548649,2.9312313,2.8933015,12.475,2.712,0.88,1.671,4095789056.0,2873092096.0,890456000.0,429892000.0,5.96,538981504.0,691588992.0,116044000.0,1059833984.0,71618127.0,0.10824,0.073309995,2.797,1.393,1.173,208.31,122.0,0.0,0.0,209.07143,buy,0.7014746259432361,0.2174076808705648,0.1049595069771093,0.1315940583440047,52.873363457305054,-943789984.0,22.27479909894088,4.952,safe
ALLE,Allegion plc,Industrials,Security & Protection Services,130.07,11177678848.0,13117239296.0,17.744884,13.6492815,2.687588,5.319619,12.98,3.154,2.0,0.875,4159000064.0,1870300032.0,1010600000.0,633699968.0,7.33,494362496.0,780600000.0,2224399872.0,308900000.0,85935861.0,0.34179002,0.11034001,105.863,1.908,1.101,183.11,125.0,1.63,0.2842,164.0,buy,0.4496994477564884,0.2429910998914569,0.1523683477394627,0.118865710120845,8.724832214765087,1915499872.0,22.61028603648364,4.216,safe
LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,73.08,18874886144.0,30163398656.0,22.981133,19.829437,4.2722697,2.5430632,16.252,6.827,2.46,0.552,4417999872.0,1998000000.0,1856000000.0,821000000.0,3.18,-1202625024.0,1288000000.0,11840000000.0,115000000.0,258277037.0,0.113120005,0.02617,159.526,0.688,0.344,75.76,59.62,2.92,0.64699996,79.125,buy,0.4522408460585849,0.4200996047471139,0.1858306980050541,-0.2722102894619549,83.39529120198262,11725000000.0,-15.694738997847429,1.187,distress
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,220.675,56806363136.0,58345627648.0,4.88219,8.406606,0.8332555,1.9230602,3.932,0.856,2.52,0.192,68174000128.0,23470999552.0,14840000512.0,12026999808.0,45.2,12428999680.0,11708000256.0,7491999744.0,5401999872.0,257420930.0,0.45221,0.07521,23.719,0.364,0.236,227.62,188.08,2.05,0.090299994,241.86365,buy,0.3442808036484885,0.2176783008791794,0.1764162259133793,0.1823129001769582,82.43550834597877,2089999872.0,4.570469481881103,,not applicable
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,366.8701,4463474507776.0,4478490116096.0,28.00535,25.371023,10.5644865,9.284559,27.762,10.6,1.42,1.237,422498009088.0,255053004800.0,161315995648.0,160207994880.0,13.1,27921750016.0,174353006592.0,95875997696.0,126839996416.0,5849124802.0,0.38884997,0.14641,20.026,1.922,1.707,408.61,162.0,0.24,0.0641,429.8698,strong_buy,0.6036785956709119,0.3818148066453972,0.379192307262757,0.066087293704109,83.07453063541624,-30963998720.0,76.85295512611397,,
GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,364.45,4431597797376.0,4443111161856.0,27.784136,25.18983,10.494798,9.218252,27.543,10.516,1.41,1.237,422498009088.0,255053004800.0,161315995648.0,160207994880.0,13.11,27921750016.0,174353006592.0,95875997696.0,126839996416.0,5481459689.0,0.38884997,0.14641,20.026,1.922,1.707,404.47,163.33,0.24,0.0641,409.00287,strong_buy,0.6036785956709119,0.3818148066453972,0.379192307262757,0.066087293704109,83.40383179895495,-30963998720.0,71.54701917004836,,
MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,72.8,121568083968.0,139015323648.0,15.198331,12.394506,5.9656534,-37.877213,8.805,6.822,1.61,0.501,20377999360.0,17806000128.0,15788000256.0,8032999936.0,4.79,8542875136.0,8894000128.0,24601999360.0,3531000064.0,1669891235.0,0.204625,0.27609,105.381,0.619,0.454,74.56,54.7,6.01,0.8768,70.36364,hold,0.8737854886261023,0.7747571278753833,0.394199636288535,0.4192205027137659,91.13796576032225,21070999296.0,14.230347508616564,4.781,safe
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,249.67,2685727670272.0,2822497894400.0,31.13092,25.311722,3.6157978,6.075731,18.109,3.8,1.83,1.444,742775980032.0,375875010560.0,155860992000.0,90797998080.0,8.02,9806624768.0,148531003392.0,235540004864.0,143088992256.0,10757109436.0,0.24285,0.06845,53.3,1.177,0.974,278.56,196.0,0.0,0.0,312.7934,strong_buy,0.5060408799754224,0.2098358000123876,0.1222414301497583,0.0132026681417155,65.00726744186045,92451012608.0,273.8686935029795,5.714,safe
AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,37.99,17564514304.0,32582164480.0,30.392002,8.860497,0.7915509,1.506882,10.179,1.468,0.52,0.636,22190000128.0,4248000000.0,3200999936.0,678000000.0,1.25,149500000.0,1670000000.0,16762999808.0,1587000064.0,462345690.0,0.08737001,0.04079,143.74,1.443,0.749,50.94,36.25,6.91,2.0683,48.21455,none,0.1914375833932397,0.1442541648280967,0.0305543035641752,0.0067372690012451,11.844792375765842,15175999744.0,117.48837968628764,1.175,distress
AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,109.95,30428839936.0,51029655552.0,19.775179,18.929026,3.561011,2.2442439,13.334,5.972,2.49,0.49,8544999936.0,4311000064.0,3827000064.0,1524000000.0,5.56,-1869374976.0,3343000064.0,21304000512.0,13000000.0,276751616.0,0.117469996,0.03086,155.674,0.622,0.288,115.59,93.5,2.8,0.518,119.86667,buy,0.5045055700747053,0.447864258942459,0.1783499135651719,-0.2187682843769655,74.46808510638297,21291000512.0,-16.27754761343291,0.98,distress
AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,129.915,70687399936.0,121993175040.0,19.218193,18.951803,3.1510453,2.2217946,13.346,5.438,2.33,0.518,22432999424.0,10597999616.0,9141000192.0,3654000128.0,6.76,-6953449984.0,7013000192.0,51808002048.0,516000000.0,544105032.0,0.12585,0.031689998,157.099,0.526,0.294,139.44,100.72,2.97,0.55619997,144.5238,buy,0.4724290058449207,0.4074800707309999,0.1628850453270532,-0.3099652370409654,75.40030991735536,51292002048.0,-10.165803363069102,0.99,distress
AXP,American Express Company,Financial Services,Credit Services,309.5,211180044288.0,219839479808.0,19.307547,15.379096,3.0689423,6.209124,11.172,3.195,1.48,1.058,68811997184.0,43185999872.0,,11086999552.0,16.03,,17468000256.0,60458999808.0,53866999808.0,682326443.0,0.34419,0.03796,177.847,1.574,1.559,387.49,286.15,1.22,0.21290001,361.56543,buy,0.6275940481210376,,0.1611201535446485,,23.04124728636276,6592000000.0,,,not applicable
AIG,"American International Group, Inc.",Financial Services,Insurance - Diversified,75.31,39929827328.0,38525345792.0,13.258802,8.46135,1.4954431,0.9932735,4.633,1.443,0.6,0.541,26701000704.0,9488000000.0,8316000256.0,3160999936.0,5.68,9517249536.0,3524999936.0,9155999744.0,9592999936.0,530206221.0,0.07723,0.01885,22.647,0.611,0.204,87.46,71.25,2.72,0.3169,88.05,buy,0.3553424871667311,0.3114490107763715,0.1183850736922552,0.3564379343495634,25.04626773596548,-437000192.0,4.195522073102235,,not applicable
AMT,American Tower Corporation,Real Estate,REIT - Specialty,194.605,90665115648.0,140493225984.0,31.337358,28.17863,8.379943,25.744806,20.1,12.985,1.95,0.891,10819300352.0,8002400256.0,6989599744.0,2900300032.0,6.21,4614362624.0,5569600000.0,45131198464.0,1608800000.0,465893069.0,0.29952,0.04911,444.55,0.304,0.264,234.33,165.08,3.6,0.8226,216.13635,buy,0.7396411963478505,0.6460306597097046,0.2680672444280434,0.4264936247145605,42.63537906137181,43522398464.0,19.648460270803582,1.239,not applicable
