symbol,name,sector,pe_ratio,forward_pe,ps_ratio,pb_ratio,ev_ebitda,ev_revenue,gross_margin,ebitda_margin,net_margin,roe,roa,debt_to_equity,current_ratio,beta,revenue,market_cap,fifty_two_week_position
FIX,"Comfort Systems USA, Inc.",Industrials,53.308716,34.733696,6.413844,100.66358,40.268,6.898,0.2512799637345713,0.1713039263368078,0.1207265926540482,0.53294,0.17266001,45.489,1.24,1.67,10135687168.0,65008717824.0,85.89819482437395
CAG,"Conagra Brands, Inc.",Consumer Defensive,22.849333,8.0636215,0.5596807,0.76652604,7.716,1.193,0.2427535236433165,0.1546689659113575,-0.0038725372823634,-0.00511,0.04202,89.813,0.901,-0.042,11181299712.0,6257957888.0,5.284147557328011
COP,ConocoPhillips,Energy,20.000017,12.831788,2.421079,2.2273836,6.948,2.732,0.455909606830079,0.3931927539884919,0.1229074722579432,0.112840004,0.05865,36.143,1.289,0.106,59377999872.0,143758819328.0,64.711887835703
ED,"Consolidated Edison, Inc.",Utilities,18.080946,16.522253,2.2953095,1.5415361,10.867,3.798,0.5319198307066034,0.3495207513607927,0.1252396124230022,0.08732,0.0317,106.177,1.189,0.272,17215000576.0,39513755648.0,57.63986835919135
STZ,"Constellation Brands, Inc.",Consumer Defensive,14.73229,11.282403,2.6652515,3.0232358,10.38,3.844,0.5165116212623133,0.3702811994211638,0.1845606710734856,0.22636999,0.08507,133.573,1.08,0.384,9139000320.0,24357734400.0,28.98046043722192
CEG,Constellation Energy Corporation,Utilities,22.30669,18.860012,3.0698078,2.7785895,14.768,3.934,0.232631325163733,0.2664144454800138,0.1269293899076051,0.16104999,0.04196,66.428,1.363,1.091,29866999808.0,91685945344.0,7.939787485242025
CPRT,"Copart, Inc.",Industrials,19.158384,18.296083,6.155955,3.2547219,12.44,5.259,0.4752332900712748,0.4227857793025761,0.3348233615557653,0.17607,0.11336,1.059,7.613,1.002,4638866944.0,28556654592.0,4.176610978520285
GLW,Corning Incorporated,Technology,85.40385,42.427467,9.3673,13.640482,45.778,10.959,0.3638257281420301,0.2393848389654795,0.110900064353702,0.1674,0.05375,80.363,1.61,1.155,16321000448.0,152883707904.0,78.96131099063578
CPAY,"Corpay, Inc.",Technology,20.928835,11.433369,4.781235,6.593001,12.4,6.612,0.7971464622058653,0.5331958216925256,0.245039686043628,0.32124,0.061869998,271.343,0.977,0.869,4783723008.0,22872104960.0,84.72824853826685
CTVA,"Corteva, Inc.",Basic Materials,41.532433,18.727226,2.872647,2.113232,12.905,2.987,0.4856056700603089,0.2314830381426703,0.0699871451904855,0.051370002,0.043270003,13.64,1.467,0.572,17888999424.0,51388780544.0,64.95317792388921
CSGP,"CoStar Group, Inc.",Real Estate,487.57144,18.977453,4.084754,1.7559295,50.453,4.022,0.7863423399765533,0.0797186400937866,0.007327080890973,0.00303,-0.00158,14.526,2.196,0.72,3412000000.0,13937180672.0,4.192523081580147
COST,Costco Wholesale Corporation,Consumer Defensive,49.62232,43.531277,1.4871501,26.40986,31.146,1.463,0.1287591114924788,0.0469707461490313,0.0301035121519306,0.29152,0.086660005,60.257,1.072,0.868,293586993152.0,436607909888.0,55.63571541752496
CRH,CRH plc,Basic Materials,19.471243,15.693387,1.8425057,3.0399144,11.852,2.361,0.3608943530921943,0.1992328192051945,0.0958461451043645,0.15812,0.060500003,83.227,1.59,1.187,38060998656.0,70127607808.0,40.51878354203936
CRWD,"CrowdStrike Holdings, Inc.",Technology,34.961765,109.13478,34.058075,38.994736,3023.736,35.21,0.7513607821171666,0.0116444195822167,-0.0059801344957374,-0.0024899999,-0.0100300005,17.568,1.531,1.244,5094199808.0,173498646528.0,76.49568790355352
CCI,Crown Castle Inc.,Real Estate,39.62688,31.713814,9.729336,-21.325092,25.919,16.795,0.7381913541999161,0.6479942828083631,0.2466176158992469,0.074235,0.04048,95.387,0.267,0.948,4212999936.0,40989691904.0,45.11482412060302
CSX,CSX Corporation,Industrials,28.895704,21.774506,6.1846046,6.4458733,15.732,7.365,0.4681647873674972,0.4681647873674972,0.2155324611833738,0.23684,0.07084,143.06,0.966,1.222,14151000064.0,87518339072.0,99.29351316634552
CMI,Cummins Inc.,Industrials,34.110332,19.56611,2.6746323,7.339817,19.914,2.94,0.2584823204865555,0.1476367546324564,0.0788635122891176,0.21993999,0.07273,61.621,1.709,1.24,33894000640.0,90653990912.0,85.10044370764055
CVS,CVS Health Corporation,Healthcare,42.1557,11.483246,0.30234295,1.5796696,12.179,0.463,0.1338771912122644,0.0379963407660989,0.0072284760561051,0.037520003,0.026659999,100.912,0.866,0.623,405617999872.0,122635747328.0,94.20235411970948
DHR,Danaher Corporation,Healthcare,35.935925,20.334457,5.286428,2.4736028,18.411,5.896,0.5899184643422112,0.3202437622498343,0.1483170557367927,0.0708,0.0419,37.17,1.868,0.834,24778000384.0,130987114496.0,29.485770123366294
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,20.85579,17.4192,1.7779049,10.800807,14.972,2.356,0.2150691900806184,0.1573747710324431,0.0869568679356208,0.51539004,0.07255,387.681,0.387,0.587,12763799552.0,22692820992.0,49.14796693099374
DDOG,"Datadog, Inc.",Technology,595.359,81.58181,22.50809,20.716452,2403.024,22.668,0.7990594031415926,0.0094331992911815,0.0369476708902359,0.039300002,-0.0021600001,32.221,3.397,1.553,3672030976.0,82650398720.0,74.2577271092172
DVA,DaVita Inc.,Healthcare,18.558285,11.21165,0.8936898,-16.875603,9.559,1.93,0.3245382518377112,0.2018607408813138,0.054673740203043,0.80981004,0.07496,1261.331,1.417,0.908,13835087872.0,12364276736.0,90.11210541842854
DECK,Deckers Outdoor Corporation,Consumer Cyclical,15.344017,12.9816675,2.7336903,6.032088,10.16,2.485,0.5770385938425974,0.244627846091692,0.1871373529459646,0.40859002,0.2175,15.01,3.545,1.146,5472295936.0,14959561728.0,60.52742172725364
DE,Deere & Company,Industrials,33.42598,25.785273,3.3604605,5.804367,23.146,4.212,0.2596489019316191,0.1819718072819795,0.101041467921503,0.18349001,0.03828,376.022,2.213,0.928,47337000960.0,159074123776.0,64.80368174468258
DELL,Dell Technologies Inc.,Technology,31.213886,18.333609,1.8958869,-180.8183,21.086,2.19,0.1917434003115114,0.1038715807621943,0.0627527943167442,0.24763,0.06944,55.606,0.946,1.378,134001999872.0,254052630528.0,78.25145711906744
DAL,"Delta Air Lines, Inc.",Industrials,11.561314,9.825645,0.7982857,2.539685,8.785,1.048,0.199008860778108,0.119288715456772,0.0686734812253787,0.2499,0.04341,105.021,0.418,1.313,65178001408.0,52030668800.0,87.97665369649805
DVN,Devon Energy Corporation,Energy,12.479109,8.257775,3.2289233,1.8032522,5.284,2.219,0.469287007300391,0.4200462249319007,0.1417234240235271,0.15178001,0.060739998,56.404,1.006,0.419,16003000320.0,51672461312.0,63.02010285179989
DXCM,"DexCom, Inc.",Healthcare,31.534378,23.95034,5.884733,9.589545,20.878,5.6,0.6150397435228477,0.2682289012674972,0.1931131808091447,0.35624,0.09651,46.833,1.948,1.443,4817900032.0,28352055296.0,53.98689712851964
FANG,"Diamondback Energy, Inc.",Energy,203.17525,11.255096,3.8343751,1.5200574,7.585,5.324,0.7224566198707844,0.7019157844088686,0.0192959405010595,0.0047400002,-0.00122,32.594,0.561,0.391,14458999808.0,55441227776.0,78.26954245106597
DLR,"Digital Realty Trust, Inc.",Real Estate,49.8939,65.674164,10.656112,2.8993328,29.792,13.63,0.5534281804636265,0.4574971466799112,0.2117761942893053,0.05688,0.01255,76.592,1.227,1.046,6314048000.0,67283197952.0,67.63043127120014
DG,Dollar General Corporation,Consumer Defensive,14.69024,12.981412,0.5318616,2.590671,11.005,0.865,0.3082707662399952,0.0786419047636254,0.0363203034694997,0.1891,0.04632,178.649,1.169,0.256,43075354624.0,22910128128.0,13.862484157160964
DLTR,"Dollar Tree, Inc.",Consumer Defensive,17.563402,14.331462,1.0648091,5.7845206,11.468,1.397,0.3699077026369327,0.1218002948189214,0.0637586817213616,0.33976,0.067389995,216.518,1.161,0.659,19747899392.0,21027743744.0,42.83237996186514
D,"Dominion Energy, Inc.",Utilities,19.904129,17.689451,3.4010603,2.106487,14.065,6.642,0.4726345125950408,0.4722333398278407,0.1675740637932774,0.09787,0.03086,154.901,0.777,0.642,17449000960.0,59345104896.0,90.42280589365788
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,18.119745,15.03207,2.1027968,-2.6991055,14.809,3.039,0.2870077167167419,0.2052265625361552,0.1188832408873375,0.30857,0.32489,121.351,1.603,0.971,4978531840.0,10468840448.0,8.69433810195446
DASH,"DoorDash, Inc.",Consumer Cyclical,74.080574,20.079,4.6265326,6.682199,50.009,4.586,0.5176278453979163,0.0917057237222903,0.0629033334569191,0.09922,0.03309,32.194,1.426,1.811,14721000448.0,68107190272.0,9.14908579465541
DOV,Dover Corporation,Industrials,26.820225,18.575233,3.4938211,3.8624597,16.289,3.671,0.4004119368501594,0.2253481280367427,0.1324781465210013,0.14998001,0.07056,43.927,1.865,1.173,8280135168.0,28929310720.0,71.09583810614741
DOW,Dow Inc.,Basic Materials,29.881052,15.916973,0.6240586,1.6096328,15.857,1.065,0.0625460827333465,0.0671734725917085,-0.0726907538770679,-0.15262,-0.00135,117.133,1.848,0.405,39331000320.0,24544849920.0,61.12006446414181
DHI,"D.R. Horton, Inc.",Consumer Cyclical,13.775376,12.177544,1.2463647,1.767714,10.968,1.404,0.2159653961660828,0.1280001492931635,0.0951350034556669,0.13084,0.07298,27.453,6.37,1.382,33348399104.0,41564266496.0,41.57821873557912
DTE,DTE Energy Company,Utilities,24.074837,17.52633,1.8437872,2.4710064,15.909,3.417,0.2868906921098988,0.2147744471857206,0.0764153784769651,0.10423,0.027780002,218.787,0.953,0.393,16515000320.0,30450145280.0,70.93309859154931
DUK,Duke Energy Corporation,Utilities,19.188019,17.428345,2.9763281,1.8170366,11.35,5.716,0.5104984804151508,0.5036217596388199,0.1547113358388299,0.09661,0.02782,161.495,0.661,0.379,32718999552.0,97382481920.0,54.027844455112806
DD,"DuPont de Nemours, Inc.",Basic Materials,123.84211,17.978918,2.7554264,1.373814,14.319,3.214,0.3501011973383993,0.2244868325044356,0.0190806587970042,0.00896,0.01983,22.594,2.683,1.076,6918000128.0,19062040576.0,77.78861992802642
ETN,Eaton Corporation plc,Industrials,38.93095,25.282602,5.4113812,7.8263564,28.957,6.44,0.3710469084046696,0.2223897334900197,0.1398569484010564,0.20844999,0.07022,110.463,1.193,1.192,28522000384.0,154343424000.0,69.27779127196179
EBAY,eBay Inc.,Consumer Cyclical,25.369514,16.242767,4.203154,11.104933,17.38,4.465,0.7178559165607648,0.2568941745747077,0.1729576101583202,0.42875,0.085930005,163.327,1.219,1.372,11603999744.0,48773398528.0,79.64278028835807
SATS,EchoStar Corporation,Communication Services,22.744318,-1000.0877,2.232133,5.8568788,40.248,4.316,0.2708238143618806,0.1072439375638023,-0.9755907342536526,-1.1228399,0.00397,515.06,0.302,0.963,14802719744.0,33041637376.0,74.88477521722704
ECL,Ecolab Inc.,Basic Materials,35.076393,27.010115,4.4401946,7.3022366,19.885,4.884,0.4437434223420753,0.2456130845545808,0.1279881838204599,0.22427,0.08009,92.369,0.991,0.913,16452299776.0,73051414528.0,24.8265275257108
EIX,Edison International,Utilities,8.005979,11.308799,1.4453566,1.6442684,8.376,3.662,0.5867713758760451,0.4371972165832333,0.1811923069812998,0.18864,0.039,226.101,0.74,0.661,19608999936.0,28341997568.0,90.99684099684102
EW,Edwards Lifesciences Corporation,Healthcare,46.313515,25.441998,7.826532,4.7868595,24.892,7.517,0.778662639869982,0.3019909681361112,0.1706353673708768,0.1046,0.08269,6.806,4.421,0.866,6303499776.0,49334542336.0,78.0402449693789
EA,Electronic Arts Inc.,Communication Services,57.767044,21.175028,6.77039,7.536973,33.587,6.623,0.7896693612556789,0.1971849653245934,0.1177798463170535,0.1349,0.05696,27.41,1.046,0.645,7530999808.0,50987806720.0,97.38837405223256
ELV,"Elevance Health, Inc.",Healthcare,17.581425,14.174545,0.4492107,2.0526316,9.814,0.418,0.2589114608701368,0.0426163584979327,0.0261605847558234,0.12086,0.03979,72.299,1.479,0.682,200416002048.0,90029015040.0,98.60693034651732
EME,"EMCOR Group, Inc.",Industrials,27.558636,25.10548,2.057958,9.426305,20.084,2.095,0.1929433208018864,0.1042884643834645,0.0753706351017913,0.39229,0.117539994,13.355,1.26,1.124,17747283968.0,36523163648.0,73.4682581216537
EMR,Emerson Electric Co.,Industrials,31.990738,19.316893,4.226131,3.8125188,15.634,5.015,0.52669796661411,0.3207578103484384,0.1331076779988369,0.12328,0.06678,69.182,0.868,1.246,18315999232.0,77405814784.0,38.17389309474647
ETR,Entergy Corporation,Utilities,28.433672,22.050983,3.840926,2.941751,14.722,6.083,0.4697603593830894,0.4131900212191509,0.1341438422461628,0.10751,0.027660001,192.883,0.957,0.497,13287438336.0,51036065792.0,81.76838810641625
EOG,"EOG Resources, Inc.",Energy,13.691249,9.397479,3.1465082,2.409497,6.316,3.373,0.6199405949661602,0.533983897002543,0.2332201937145602,0.18195,0.08968,26.873,1.716,0.256,23569999872.0,74163200000.0,74.88066825775658
EQT,EQT Corporation,Energy,10.282732,11.694102,3.6196277,1.3493861,5.725,4.687,0.8096640605905854,0.8186215335625018,0.3507360583860189,0.13402,0.07727,20.816,0.658,0.543,9364126720.0,33894651904.0,28.93272635306019
EFX,Equifax Inc.,Industrials,30.162853,16.67231,3.2903051,4.5013266,13.286,4.08,0.5612443359376751,0.3070812282229432,0.1112331730755515,0.1437,0.0627,113.353,0.607,1.314,6281399808.0,20667721728.0,12.437206965840575
EQIX,"Equinix, Inc.",Real Estate,75.088,56.599197,11.264503,7.5048633,30.222,13.585,0.516061299828631,0.4495066181619296,0.1492756726140938,0.10059,0.03495,162.961,1.178,0.97,9525999616.0,107305648128.0,90.27764492060456
EQR,Equity Residential,Real Estate,27.476002,42.349476,8.525606,2.415685,18.188,11.056,0.6277510689229899,0.607873743527725,0.3058642760357059,0.08671,0.02706,78.42,0.115,0.764,3112995072.0,26540169216.0,87.97468354430382
ERIE,Erie Indemnity Company,Financial Services,20.765354,16.170593,2.8965614,5.0334377,13.598,2.749,0.1791286578135343,0.2022025657274714,0.139712502716632,0.2585,0.14840999,2.108,1.29,0.307,4089769984.0,11846269952.0,12.451715519200189
ESS,"Essex Property Trust, Inc.",Real Estate,32.401463,48.637856,10.087267,3.4041433,19.785,12.867,0.6888315781708927,0.6503426826325022,0.2913202453171308,0.105579995,0.03174,121.856,0.3,0.729,1966022016.0,19831789568.0,88.55833183534072
EL,The Estée Lauder Companies Inc.,Consumer Defensive,22.849333,26.201958,2.0315444,7.546435,15.39,2.438,0.7465111652102069,0.1584305303730278,-0.0167194763371991,-0.05949,0.04874,232.908,1.268,1.249,14833000448.0,30133899264.0,30.80115481775533
EVRG,"Evergy, Inc.",Utilities,22.24202,18.372345,3.1965582,1.8980503,12.481,5.768,0.5233136676699857,0.4621277646667696,0.1462658331766974,0.08866999,0.028970001,155.555,0.446,0.534,6030799872.0,19277803520.0,92.0272241127856
ES,Eversource Energy,Utilities,15.28908,14.387909,1.9271965,1.6239084,11.535,4.055,0.5349028650683697,0.3515850400365526,0.1254857812233701,0.10912,0.03292,181.822,0.651,0.727,13933251584.0,26852114432.0,66.33064516129036
EXC,Exelon Corporation,Utilities,16.835165,15.131212,1.8973067,1.6041884,11.661,3.881,0.4264100698208863,0.3328088428386804,0.1121197481784607,0.09764,0.028399998,174.794,0.939,0.41,24785999872.0,47026642944.0,45.08196721311478
EXE,Expand Energy Corporation,Energy,6.9226193,9.711768,1.7179571,1.142815,3.392,1.944,0.4795461615650033,0.5730163517526871,0.2490737882245376,0.17568001,0.09668,25.883,1.111,0.322,12956000256.0,22257852416.0,6.279478663726942
EXPE,"Expedia Group, Inc.",Consumer Cyclical,20.15296,9.868073,1.8032187,47.485413,10.567,1.809,0.9027090675059718,0.1711818522985833,0.0980818646505703,0.71494,0.05825,256.536,0.731,1.257,15171000320.0,27356631040.0,47.23922114047288
EXPD,"Expeditors International of Washington, Inc.",Industrials,25.930647,23.565437,1.8798617,9.291452,17.752,1.805,0.1361957793143173,0.101698684959643,0.0747524109042695,0.36641,0.14173001,24.708,1.789,1.047,11185552384.0,21027291136.0,88.67924528301889
EXR,Extra Space Storage Inc.,Real Estate,32.94944,30.583767,9.30285,2.3226619,19.913,13.08,0.748311510724124,0.6568528340934632,0.2709138633120369,0.0683,0.03375,98.092,0.689,1.206,3478423040.0,32359245824.0,70.94640434192674
XOM,Exxon Mobil Corporation,Energy,25.383839,14.173264,1.9170545,2.429232,12.071,2.074,0.2976767204661786,0.1717963910855138,0.0776484009659286,0.09873,0.04221,18.261,1.036,0.149,326008012800.0,624975151104.0,65.68023567220139
FFIV,"F5, Inc.",Technology,32.636288,22.471243,6.954984,6.3910413,24.221,6.783,0.8154222971055297,0.2800555144011392,0.2196267903527344,0.2034,0.081520006,7.12,1.611,1.046,3224624896.0,22427215872.0,92.538346825735
FDS,FactSet Research Systems Inc.,Financial Services,16.52157,13.23331,3.8930695,4.4155707,11.601,4.398,0.5193553890040083,0.379062403875833,0.2448059231411818,0.28084,0.109139994,72.972,1.431,0.707,2401061120.0,9347497984.0,26.66815692410864
FICO,Fair Isaac Corporation,Technology,36.48756,21.223057,11.816044,-12.739646,26.22,13.518,0.841649599448553,0.5155669257570054,0.3367467296705855,0.24763,0.36918,55.606,2.223,1.283,2255802112.0,26654656512.0,24.764911347517724
FAST,Fastenal Company,Industrials,41.743362,34.363934,6.4140816,13.5741005,28.741,6.429,0.4489268970646417,0.2236817097845194,0.1539181328822759,0.33842,0.21195999,11.167,4.392,0.729,8442800128.0,54152810496.0,70.32590051457976
FRT,Federal Realty Investment Trust,Real Estate,21.397747,39.813164,8.174365,3.3845499,18.734,11.931,0.6798879617640635,0.636867999438395,0.3784312989454307,0.14783,0.033210002,138.432,0.659,0.94,1312808960.0,10731379712.0,99.98506571087218
FDX,FedEx Corporation,Industrials,17.793915,15.151797,0.86500883,2.67259,9.694,1.219,0.2755158706467218,0.1257437430328391,0.0486985109545377,0.15869,0.050279997,140.994,1.474,1.299,91932999680.0,79522856960.0,95.29358902996675
FIS,"Fidelity National Information Services, Inc.",Technology,7.9844966,6.016197,1.8614879,1.3332039,12.646,3.657,0.3628496559440559,0.2891608391608392,0.2334790265734265,0.17225,0.040700004,132.328,0.588,0.802,11440000000.0,21295421440.0,2.051402970997417
FSLR,"First Solar, Inc.",Technology,18.016129,11.919249,5.5371995,3.0375051,14.082,5.906,0.4174288492582915,0.4193889633088494,0.307307306314258,0.18436001,0.08447,5.943,2.557,1.692,5419047936.0,30006349824.0,77.51415475869507
FE,FirstEnergy Corp.,Utilities,25.385868,15.850769,1.7615411,2.1352167,10.805,3.642,0.6842482259257192,0.3370713093339821,0.0694353874909904,0.094610006,0.03758,198.922,0.522,0.458,15338000384.0,27018518528.0,56.89127105666155
F,Ford Motor Company,Consumer Cyclical,24.37097,8.023283,0.30924964,1.5677199,26.245,1.048,0.0706358867247326,0.0399134089766862,-0.0321551020538485,-0.14813,0.0034,425.544,1.09,1.798,189861003264.0,58714447872.0,60.709677419354826
FTNT,"Fortinet, Inc.",Technology,56.392994,42.304085,14.935329,107.514824,45.282,15.04,0.8030381811789388,0.3321471405705219,0.2749138468797706,1.32392,0.13586001,57.31,1.153,1.109,7109499904.0,106182721536.0,94.78018497402762
FTV,Fortive Corporation,Technology,36.02353,19.01757,4.408011,3.076614,18.463,5.188,0.6325494509333628,0.2810124384910034,0.1313925429496913,0.06814,0.032509997,58.806,0.708,0.989,4235399936.0,18669688832.0,90.49498937139388
FOXA,Fox Corporation,Communication Services,17.465527,11.68201,1.7213348,2.5459952,8.933,1.957,0.3684340447861106,0.2190605487327865,0.1056107691351823,0.152,0.08713,67.867,2.896,0.519,16200999936.0,27887345664.0,57.23004694835681
FOX,Fox Corporation,Communication Services,15.70921,11.320171,1.5482391,2.2899723,8.127,1.78,0.3684340447861106,0.2190605487327865,0.1056107691351823,0.152,0.08713,67.867,2.896,0.519,16200999936.0,25083021312.0,57.07415844090104
BEN,"Franklin Resources, Inc.",Financial Services,24.053436,10.637867,1.8133236,1.3505057,11.172,2.211,0.373556174335733,0.1978914083881885,0.075041256211963,0.06704,0.02604,23.471,6.344,1.593,9029699584.0,16373767168.0,91.7917034421889
FCX,Freeport-McMoRan Inc.,Basic Materials,33.43386,16.783354,3.4386957,4.655566,12.149,4.498,0.3863593325695094,0.3702736456949949,0.103137652480889,0.15630999,0.077659994,33.008,2.386,1.359,26421000192.0,90839400448.0,75.93394694098538
GRMN,Garmin Ltd.,Technology,26.634638,23.09,6.159382,4.9599466,20.392,5.919,0.5913854673775395,0.2902638485377948,0.232612160683531,0.19899,0.11903,2.331,4.361,0.918,7463908864.0,45973065728.0,59.67686093479516
IT,"Gartner, Inc.",Technology,16.116108,10.634323,1.6866368,174.61992,9.519,1.966,0.6898656910244283,0.2065082845524076,0.114399188947171,0.94878,0.09377,5293.41,0.939,0.932,6474137088.0,10919518208.0,8.217930655303938
GE,GE Aerospace,Industrials,40.6861,37.752163,7.0919003,18.413723,31.968,7.303,0.3114896602557352,0.2284478234558123,0.1772607736084426,0.45428002,0.048520003,116.527,1.008,1.375,48312999936.0,342630989824.0,82.32105987611837
GEHC,GE HealthCare Technologies Inc.,Healthcare,15.414867,11.973104,1.3937958,2.7409177,10.668,1.791,0.39143905903871,0.1678821674145119,0.0909957576653326,0.19462,0.05174,97.055,1.222,0.862,20978999296.0,29240442880.0,17.827208252740174
GEV,GE Vernova Inc.,Industrials,27.2038,37.956333,6.349436,17.957691,74.375,6.451,0.202819046675884,0.086730161342352,0.2380952294264549,0.75708,0.02384,24.925,0.893,1.045,39374999552.0,250009026560.0,65.21794432216606
GEN,Gen Digital Inc.,Technology,16.942675,8.093101,3.2049482,6.092533,9.977,4.767,0.7846000128,0.4777999872,0.1946,0.39876997,0.086660005,316.354,0.399,1.205,5000000000.0,16024740864.0,61.08033240997232
GNRC,Generac Holdings Inc.,Industrials,80.71094,23.280392,3.5143168,5.673506,33.179,4.045,0.3813772325195486,0.1219288839905221,0.0436777483668012,0.07388,0.03788,52.086,2.028,1.91,4326390784.0,15204307968.0,78.94381890687308
GD,General Dynamics Corporation,Industrials,21.853905,19.124962,1.7441661,3.5932534,15.167,1.829,0.1524122766118389,0.120558280191576,0.0806757379829773,0.17974001,0.06005,37.701,1.384,0.341,53808001024.0,93850091520.0,77.69685039370081
GIS,"General Mills, Inc.",Consumer Defensive,8.160147,10.52371,0.9695399,3.223392,5.975,1.079,0.331404610006876,0.1806142305864054,0.1199595119991367,0.23591,0.05311,217.629,0.563,-0.041,18371198976.0,17811609600.0,6.53384747215081
GM,General Motors Company,Consumer Cyclical,29.908758,5.8220363,0.40022892,1.1796968,9.92,0.983,0.1114216549256715,0.0990667430803086,0.0131782056457588,0.040149998,0.02688,199.048,1.152,1.3,184623005696.0,73891463168.0,86.10294117647058
GPC,Genuine Parts Company,Consumer Cyclical,222.54546,11.694621,0.55155396,3.0111625,9.734,0.802,0.3751639294783178,0.082371515607214,0.0024328099544082,0.01342,0.04538,149.454,1.093,0.679,24699011072.0,13622837248.0,11.745352854087846
GILD,"Gilead Sciences, Inc.",Healthcare,17.816326,13.661472,5.4675674,6.916495,11.715,5.806,0.7936844516534315,0.4956281990100093,0.3099273661112056,0.4336,0.13292,94.635,1.967,0.331,29735999488.0,162583576576.0,50.1419647927314
GPN,Global Payments Inc.,Industrials,24.32353,4.0858226,2.0437205,0.7602413,9.478,4.196,0.6740326355097779,0.4427017389716591,0.0711651972195603,0.02935,0.023670001,95.593,0.792,0.767,8855241728.0,18097639424.0,13.160695282014878
GL,Globe Life Inc.,Financial Services,10.987535,9.529352,2.0283341,2.030952,9.036,2.437,0.3373189879833091,0.2697205710107302,0.1938253256062424,0.20455,0.03312,53.588,0.663,0.499,6073515008.0,12319118336.0,100.0
GDDY,GoDaddy Inc.,Technology,13.38748,7.8411226,2.2265108,47.219116,10.498,2.741,0.6376972933109687,0.2611023700370794,0.1731990313001112,3.98215,0.09392,1621.618,0.671,0.889,5023699968.0,11185321984.0,10.350924918389548
HAL,Halliburton Company,Energy,21.820442,13.514253,1.488296,3.0592563,9.837,1.829,0.1528260187550573,0.1859804265371801,0.0694663721613896,0.14626999,0.07375,74.651,2.083,0.704,22168999936.0,32994033664.0,82.71422541156605
HIG,"The Hartford Insurance Group, Inc.",Financial Services,9.279029,9.264841,1.255445,1.9534941,6.379,1.223,0.3817165258048648,0.1917613184707327,0.1403563638200169,0.22735001,0.03884,23.151,1.792,0.475,28790999040.0,36145516544.0,49.196464443551584
HAS,"Hasbro, Inc.",Consumer Cyclical,24.37097,13.206985,2.4895473,18.499672,11.412,3.011,0.6365487005649717,0.2638335127949485,-0.0462362911266201,-0.23316,0.11936,574.488,1.654,0.476,4814400000.0,11985676288.0,46.87499999999998
HCA,"HCA Healthcare, Inc.",Healthcare,12.80031,11.21992,1.0787784,-13.11485,8.504,1.733,0.4161255683422546,0.2037754644730392,0.0889406699320418,0.142364995,0.12344,71.599,0.834,1.134,76387999744.0,82405720064.0,18.30522691153098
DOC,"Healthpeak Properties, Inc.",Real Estate,61.92188,132.09999,4.755612,1.7602382,15.729,8.453,0.5832937200940095,0.5374209651264469,0.0771548154014135,0.027999999,0.01498,118.243,2.039,1.029,2872574976.0,13660852224.0,90.04376367614884
HSIC,"Henry Schein, Inc.",Healthcare,23.410875,13.116069,0.6595494,2.7148514,13.224,1.035,0.3119396461232142,0.0783024536828195,0.0295128522945741,0.08762,0.04355,77.748,1.364,0.824,13383999488.0,8827409408.0,56.83979517190926
HSY,The Hershey Company,Consumer Defensive,34.81378,18.844038,3.1624172,8.010541,18.518,3.491,0.3503495690153188,0.1885330722748915,0.0912460589104766,0.23234,0.07837,120.011,1.24,0.081,11991323648.0,37921566720.0,33.84964110313562
HPE,Hewlett Packard Enterprise Company,Technology,45.915886,12.236674,1.6770151,2.6354468,15.48,2.247,0.3377584191893079,0.1451513199343145,0.0371191437275417,0.06315,0.01966,84.03,1.088,1.448,38793998336.0,65058119680.0,67.66467065868264
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,52.22256,32.886593,15.37917,-13.246462,29.807,17.652,0.7850522354085303,0.5921908945178037,0.304082031263804,0.30857,0.10859,121.351,0.608,1.053,5071000064.0,77987774464.0,95.9943046986236
HD,"The Home Depot, Inc.",Consumer Cyclical,22.089552,19.295837,1.8602564,22.334003,14.88,2.228,0.33127040906596,0.1497430804519565,0.0841096806058319,1.2838,0.12519,459.356,1.045,0.974,166592004096.0,309903851520.0,15.764620414093711
HON,Honeywell International Inc.,Industrials,34.26236,18.742987,3.6145654,10.016552,19.276,4.364,0.3692511889928756,0.2263940539044907,0.1053637804839849,0.24264,0.05953,257.387,1.385,0.843,37660000256.0,136124530688.0,45.69358515141646
HRL,Hormel Foods Corporation,Consumer Defensive,27.864704,15.175881,1.0667642,1.6396677,9.985,1.022,0.1578287267337373,0.1024008463232407,0.0382109723037484,0.05831,0.045819998,4.244,1.938,0.343,12218454016.0,13034209280.0,32.77138157894736
HST,"Host Hotels & Resorts, Inc.",Real Estate,16.806122,24.705,2.7747283,2.478431,12.507,3.379,0.2897846881246916,0.2701958804099945,0.1636716869799235,0.1487,0.042140003,80.482,2.471,1.127,6176999936.0,17139495936.0,99.2787223080886
HWM,Howmet Aerospace Inc.,Industrials,58.48376,41.89506,11.695826,18.304045,39.895,11.849,0.3504581102870501,0.2969964129716332,0.2021338460577482,0.33818,0.11918,87.794,2.444,1.193,8622999552.0,100853096448.0,75.11498741647141
