symbol,name,sector,current_price,market_cap,pe_ratio,ev_ebitda,altman_z_score,z_score_zone,ml_fair_value,ml_upside,dcf_base_case,dcf_bull,dcf_bear,dcf_upside,cagr,avg_fcf_margin
CVS,CVS Health Corporation,Healthcare,96.115,122635747328.0,42.1557,12.179,2.353,grey,124.6433017864708,29.7,98.79923941446114,205.37094122856416,55.93082885943242,2.8,7.63,2.68
DHR,Danaher Corporation,Healthcare,185.07,130987114496.0,35.935925,18.411,3.888,safe,187.9512711001498,1.6,75.5982594983555,139.13061151675652,49.932498337770525,-59.2,-2.67,23.89
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,198.13,22692820992.0,20.85579,14.972,2.57,grey,195.00398563747365,-1.6,97.63202110246952,215.4717623394515,50.23446886940644,-50.7,7.84,8.77
DDOG,"Datadog, Inc.",Technology,232.19,82650398720.0,595.359,2403.024,18.367,safe,344.23737694120217,48.3,113.50260606299972,191.38741943496544,82.33341451735663,-51.1,26.95,26.19
DVA,DaVita Inc.,Healthcare,192.635,12364276736.0,18.558285,9.559,1.646,distress,220.49963923034977,14.5,166.5531729942078,419.6173521470079,64.68081938600245,-13.5,5.53,10.4
DECK,Deckers Outdoor Corporation,Consumer Cyclical,107.715,14959561728.0,15.344017,10.16,11.746,safe,109.2715235249999,1.4,184.27499430004255,310.28523596331297,133.69941457884292,71.1,14.69,18.47
DE,Deere & Company,Industrials,589.3,159074123776.0,33.42598,23.146,3.202,safe,596.6731216169821,1.3,-38.9679669330978,32.014356471682454,-67.67035417374785,-106.6,-4.5,6.15
DELL,Dell Technologies Inc.,Technology,391.11,254052630528.0,31.213886,21.086,3.058,safe,841.5421571345596,115.2,159.71965850936115,311.84116138645635,98.43518758395412,-59.2,3.53,4.18
DAL,"Delta Air Lines, Inc.",Industrials,79.195,52030668800.0,11.561314,8.785,1.58,distress,79.27205860555816,0.1,30.28339828263501,69.25940076906384,14.606239516594927,-61.8,7.8,3.18
DVN,Devon Energy Corporation,Energy,44.8,51672461312.0,12.479109,5.284,3.298,safe,24.65842243998741,-45.0,12.790169004899331,25.24370419103596,7.756902968706556,-71.5,-3.57,11.43
DXCM,"DexCom, Inc.",Healthcare,73.4751,28352055296.0,31.534378,20.878,6.965,safe,72.6005170971068,-1.2,52.57963982768845,89.19022853512243,37.89484280169749,-28.4,17.01,15.84
FANG,"Diamondback Energy, Inc.",Energy,197.08,55441227776.0,203.17525,7.585,1.535,distress,239.2505092569442,21.4,-35.4846315541763,-25.763408124435983,-39.384950556180485,-118.0,15.99,1.0
DLR,"Digital Realty Trust, Inc.",Real Estate,188.1,67283197952.0,49.8939,29.792,,not applicable,,,72.37623881194301,158.2274432473367,37.8612936641013,-61.5,9.22,36.35
DG,Dollar General Corporation,Consumer Defensive,103.86,22910128128.0,14.69024,11.005,2.473,grey,103.0001795892931,-0.8,29.15356511000557,94.80901990947552,2.7094358750280843,-71.9,4.13,3.17
DLTR,"Dollar Tree, Inc.",Consumer Defensive,109.42,21027743744.0,17.563402,11.468,3.601,safe,137.83663342626758,26.0,109.12054754047428,210.5277711528172,68.3347087375698,-0.3,8.0,7.82
D,"Dominion Energy, Inc.",Utilities,67.475,59345104896.0,19.904129,14.065,0.746,distress,72.0642223061384,6.8,-55.857708726667305,-53.68217347858992,-56.73339347237654,-182.8,5.8,1.0
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,314.74,10468840448.0,18.119745,14.809,2.943,grey,306.8277169022668,-2.5,90.97330174776516,255.23230535195236,24.781441107105103,-71.1,2.88,10.97
DASH,"DoorDash, Inc.",Consumer Cyclical,156.31,68107190272.0,74.080574,50.009,4.966,safe,169.92148066762158,8.7,155.45257285263588,269.0984870829191,109.978910778583,-0.5,27.73,11.51
DOV,Dover Corporation,Industrials,214.83,28929310720.0,26.820225,16.289,5.527,safe,210.70394380382788,-1.9,76.85756250678469,137.6160786316411,52.3546484538331,-64.2,1.04,10.96
DOW,Dow Inc.,Basic Materials,34.055,24544849920.0,29.881052,15.857,1.522,distress,36.89926854462335,8.4,-7.928316304014654,0.4549497520643766,-11.329187893452914,-123.3,-10.0,2.91
DHI,"D.R. Horton, Inc.",Consumer Cyclical,146.57,41564266496.0,13.775376,10.968,5.99,safe,148.13177837293966,1.1,96.4760176646784,173.50124779139836,65.40915767259017,-34.2,0.76,7.01
DTE,DTE Energy Company,Utilities,146.375,30450145280.0,24.074837,15.909,1.02,distress,143.03576132927637,-2.3,-121.08751095867412,-116.26787467978706,-123.03831159368028,-182.7,-6.31,1.0
DUK,Duke Energy Corporation,Utilities,124.914,97382481920.0,19.188019,11.35,0.712,distress,125.87390065285553,0.8,-107.93634579238142,-103.56215372834178,-109.69832285270869,-186.4,3.87,1.0
DD,"DuPont de Nemours, Inc.",Basic Materials,47.06,19062040576.0,123.84211,14.319,0.536,distress,48.975250583865474,4.1,-4.795105358979412,-3.916803647255721,-5.1514093720424485,-110.2,-10.0,1.0
ETN,Eaton Corporation plc,Industrials,397.485,154343424000.0,38.93095,28.957,5.807,safe,416.3931269636879,4.8,114.03934323749978,234.0451259202096,65.80191153271412,-71.3,9.77,12.19
EBAY,eBay Inc.,Consumer Cyclical,109.85,48773398528.0,25.369514,17.38,6.554,safe,108.9063432072072,-0.9,60.2330847817906,107.28023733372872,41.28482129859927,-45.2,4.26,17.46
SATS,EchoStar Corporation,Communication Services,114.01,33041637376.0,22.744318,40.248,-0.751,distress,228.14398786558695,100.1,-165.99070009324484,-160.19354414424583,-168.33805048371045,-245.6,-6.97,1.0
ECL,Ecolab Inc.,Basic Materials,259.5653,73051414528.0,35.076393,19.885,4.739,safe,258.63150283362023,-0.4,61.34222597340319,125.50559083546132,35.50046808707035,-76.4,4.26,10.42
EIX,Edison International,Utilities,73.655,28341997568.0,8.005979,8.376,0.823,distress,60.177974746229175,-18.3,-102.84696773294436,-97.52724525146982,-104.98978466615684,-239.6,3.9,1.0
EW,Edwards Lifesciences Corporation,Healthcare,85.68,49334542336.0,46.313515,24.892,11.47,safe,82.06161628343175,-4.2,37.68953404301206,60.98418668418783,28.329046939257594,-56.0,10.77,15.18
EA,Electronic Arts Inc.,Communication Services,203.34,50987806720.0,57.767044,33.587,6.409,safe,204.0009317910956,0.3,105.34733915846192,173.89104431211223,77.69779837467158,-48.2,0.47,25.45
ELV,"Elevance Health, Inc.",Healthcare,414.57,90029015040.0,17.581425,9.814,,,,,562.0564902044742,943.1151210994,408.8132778876613,35.6,8.34,3.19
EME,"EMCOR Group, Inc.",Industrials,820.145,36523163648.0,27.558636,20.084,7.471,safe,844.0170250960176,2.9,632.4290902427499,1086.9544190943077,450.032333456331,-22.9,15.32,6.68
EMR,Emerson Electric Co.,Industrials,138.2,77405814784.0,31.990738,15.634,4.161,safe,142.5287710623103,3.1,58.55909425240342,115.79506090838584,35.54888344096462,-57.6,9.28,13.07
ETR,Entergy Corporation,Utilities,111.46,51036065792.0,28.433672,14.722,1.122,distress,114.00506951884556,2.3,-63.23544047149748,-60.99711134994452,-64.13939296534444,-156.7,-2.02,1.0
EOG,"EOG Resources, Inc.",Energy,139.24,74163200000.0,13.691249,6.316,3.774,safe,140.527426272115,0.9,69.18447552429906,118.66091271527064,49.13215026543949,-50.3,-8.51,20.72
EQT,EQT Corporation,Energy,54.19,33894651904.0,10.282732,5.725,2.028,grey,60.99898192422435,12.6,14.294356042351806,29.006618410858657,8.325976323669886,-73.6,-10.0,21.21
EFX,Equifax Inc.,Industrials,171.325,20667721728.0,30.162853,13.286,3.245,safe,203.6001052771176,18.8,53.007194708104855,120.23118047821843,25.94905592136555,-69.1,5.85,11.34
EQIX,"Equinix, Inc.",Real Estate,1088.025,107305648128.0,75.088,30.222,2.708,not applicable,1088.0968576409325,0.0,-169.15277132466787,-131.1619166613392,-184.43122118102085,-115.5,8.27,3.13
EQR,Equity Residential,Real Estate,68.69,26540169216.0,27.476002,18.188,2.121,not applicable,68.98905013337385,0.4,28.158518713388737,63.64428022150896,13.866258659621788,-59.0,4.19,40.0
ERIE,Erie Indemnity Company,Financial Services,226.55,11846269952.0,20.765354,13.598,,not applicable,,,235.6520399187208,402.4925929249035,168.66236964906895,4.0,13.32,11.39
ESS,"Essex Property Trust, Inc.",Real Estate,287.725,19831789568.0,32.401463,19.785,1.863,not applicable,289.15476451703245,0.5,86.22042615085937,220.5692656134836,32.13724995433204,-70.0,5.51,40.0
EL,The Estée Lauder Companies Inc.,Consumer Defensive,83.29,30133899264.0,22.849333,15.39,2.681,grey,124.85766980985872,49.9,-3.746002512357261,9.971313621647102,-9.300033125722257,-104.5,-6.87,3.85
EG,"Everest Group, Ltd.",Financial Services,333.85,13210979328.0,6.7980046,11.172,,not applicable,,,2626.7367197713475,4522.707435351251,1865.3606500362016,686.8,12.84,27.29
EVRG,"Evergy, Inc.",Utilities,83.63,19277803520.0,22.24202,12.481,0.868,distress,81.14708027453112,-3.0,-65.36528428750108,-63.03357978441185,-66.30581412886004,-178.2,0.58,1.0
ES,Eversource Energy,Utilities,71.4,26852114432.0,15.28908,11.535,0.765,distress,70.57188060971863,-1.2,-74.58593609953745,-70.87753615139364,-76.08006139710557,-204.5,3.3,1.0
EXC,Exelon Corporation,Utilities,45.96,47026642944.0,16.835165,11.661,0.77,distress,53.00535804375959,15.3,-45.01677259070504,-41.924830574359945,-46.26020190767181,-197.9,8.34,1.0
EXE,Expand Energy Corporation,Energy,93.04,22257852416.0,6.9226193,3.392,2.367,grey,93.5141316505686,0.5,61.94222023825272,112.59059009946192,41.52600063592394,-33.4,2.13,10.22
EXPE,"Expedia Group, Inc.",Consumer Cyclical,227.93,27356631040.0,20.15296,10.567,1.503,distress,248.8986602939555,9.2,456.7387698093388,773.1871258877271,329.46773836143615,100.4,8.09,19.07
EXPD,"Expeditors International of Washington, Inc.",Industrials,160.77,21027291136.0,25.930647,17.752,9.11,safe,160.11292826708674,-0.4,71.90267762616831,113.58146793037425,54.99468342921155,-55.3,-10.0,9.48
EXR,Extra Space Storage Inc.,Real Estate,146.625,32359245824.0,32.94944,19.913,1.551,not applicable,150.83706167050212,2.9,126.44580825580748,268.8215385363365,69.38921953709732,-13.8,20.63,40.0
XOM,Exxon Mobil Corporation,Energy,150.78,624975151104.0,25.383839,12.071,4.624,safe,153.93936612791978,2.1,67.38800962881555,117.13560173865906,47.247738438838994,-55.3,-6.69,10.25
FFIV,"F5, Inc.",Technology,397.51,22427215872.0,32.636288,24.221,6.82,safe,407.3902907637176,2.5,221.4198977537955,360.852743826954,165.27140202125722,-44.3,4.63,23.22
FDS,FactSet Research Systems Inc.,Financial Services,256.58,9347497984.0,16.52157,11.601,4.616,not applicable,255.88816420639412,-0.3,280.18289591656657,502.9397423170295,190.5900520838877,9.2,7.98,27.24
FICO,Fair Isaac Corporation,Technology,1149.3582,26654656512.0,36.48756,26.22,10.606,safe,1170.7817455687157,1.9,521.2221519854619,1005.0937885517992,326.9243318600118,-54.7,13.07,34.94
FAST,Fastenal Company,Industrials,47.17,54152810496.0,41.743362,28.741,33.772,safe,47.102997248966425,-0.1,15.520211002663766,26.448226784732668,11.121061016410511,-67.1,5.52,13.37
FRT,Federal Realty Investment Trust,Real Estate,123.465,10731379712.0,21.397747,18.734,1.321,not applicable,124.1502073459486,0.6,-3.7668493727326,32.61762436655618,-18.41113696977933,-103.1,5.98,21.02
FDX,FedEx Corporation,Industrials,333.28,79522856960.0,17.793915,9.694,2.787,grey,328.86272977115533,-1.3,2.2829373319085704,98.59628787818832,-36.61357218471734,-99.3,-2.03,3.3
FDXF,"FedEx Freight Holding Company, Inc.",Industrials,169.76,25278308352.0,37.22807,3.393,9.213,safe,,,34.525060067383606,79.88330414910446,16.167739187431742,-79.7,-6.12,11.87
FIS,"Fidelity National Information Services, Inc.",Technology,41.2,21295421440.0,7.9844966,12.646,0.087,distress,41.40425571934125,0.5,15.755408280236448,53.859870588457454,0.4022523638228079,-61.8,3.18,18.02
FITB,Fifth Third Bancorp,Financial Services,52.2,47309463552.0,17.575758,11.172,,not applicable,,,41.02387561910585,80.28635542258941,25.202167501670505,-21.4,2.87,40.0
FSLR,"First Solar, Inc.",Technology,279.25,30006349824.0,18.016129,14.082,6.622,safe,314.2642952180101,12.5,34.82369062509,48.17143687002757,29.48077187911355,-87.5,25.84,1.0
FE,FirstEnergy Corp.,Utilities,46.71,27018518528.0,25.385868,10.805,0.765,distress,47.8456858553656,2.4,-43.95237195978431,-40.813428596671365,-45.21547488893373,-194.1,6.59,1.0
FISV,"Fiserv, Inc.",,54.475,29049010176.0,9.23305,,1.044,distress,,,137.58952970682128,234.01776259093396,98.78025891110428,152.6,6.11,20.62
F,Ford Motor Company,Consumer Cyclical,14.735,58714447872.0,24.37097,26.245,0.821,distress,15.557608573954186,5.6,-7.260989030340331,12.284469481940263,-15.128273078931976,-149.3,5.82,3.52
FTNT,"Fortinet, Inc.",Technology,144.93,106182721536.0,56.392994,45.282,8.409,safe,150.14965660383194,3.6,77.6063087558801,131.5007211602834,55.979830099439056,-46.5,15.46,32.43
FTV,Fortive Corporation,Technology,61.24,18669688832.0,36.02353,18.463,3.269,safe,60.29051513279554,-1.6,22.816649902730745,43.85773623940544,14.280831970359973,-62.7,-10.0,29.69
FOXA,Fox Corporation,Communication Services,66.369,27887345664.0,17.465527,8.933,3.291,safe,138.51859157172296,108.7,145.6022840844506,261.1119788773311,99.09868935954356,119.4,5.27,12.5
FOX,Fox Corporation,Communication Services,59.695,25083021312.0,15.70921,8.127,3.136,safe,,,131.60056484192225,236.00236852959196,89.56894856983132,120.5,5.27,12.5
BEN,"Franklin Resources, Inc.",Financial Services,31.51,16373767168.0,24.053436,11.172,1.527,not applicable,36.797863844849495,16.8,30.583854839954405,52.68343545946748,21.674935886286427,-2.9,1.96,13.57
FCX,Freeport-McMoRan Inc.,Basic Materials,63.2,90839400448.0,33.43386,12.149,3.019,safe,67.92655373972896,7.5,11.454243070269689,22.63216214530157,6.952566140384604,-81.9,4.39,5.72
GRMN,Garmin Ltd.,Technology,238.38,45973065728.0,26.634638,20.392,16.272,safe,192.54898120312495,-19.2,171.66524886281775,286.9562968897712,125.38598027084046,-28.0,14.24,18.07
IT,"Gartner, Inc.",Technology,163.095,10919518208.0,16.116108,9.519,3.254,safe,202.67861634195265,24.3,281.58756875844904,496.3435654229404,195.1473106559743,72.7,5.87,19.03
GE,GE Aerospace,Industrials,327.93,342630989824.0,40.6861,31.968,3.451,safe,328.8540794616613,0.3,144.82263262716873,258.3250134533788,99.28750452355156,-55.8,16.32,13.91
GEHC,GE HealthCare Technologies Inc.,Healthcare,64.28,29240442880.0,15.414867,10.668,1.833,grey,64.4089796248816,0.2,40.474304428579366,81.20633136433864,24.06774225343758,-37.0,3.99,8.44
GEV,GE Vernova Inc.,Industrials,930.37,250009026560.0,27.2038,74.375,3.777,safe,966.2394397112132,3.9,113.85403819416464,178.7418589153656,87.76236424978644,-87.8,8.68,3.46
GEN,Gen Digital Inc.,Technology,26.6,16024740864.0,16.942675,9.977,1.401,distress,36.22042119830802,36.2,54.81441107313029,104.1656896694202,35.00656124657774,106.1,14.66,34.38
GNRC,Generac Holdings Inc.,Industrials,258.275,15204307968.0,80.71094,33.179,5.067,safe,279.4133664384293,8.2,41.66678481380639,82.19407167191117,25.294590906347736,-83.9,-2.67,7.4
GD,General Dynamics Corporation,Industrials,347.04,93850091520.0,21.853905,15.167,4.272,safe,340.6099256515324,-1.9,284.76535655826103,504.3515076719332,196.5092561891072,-17.9,10.07,8.01
GIS,"General Mills, Inc.",Consumer Defensive,33.375,17811609600.0,8.160147,5.975,2.175,grey,39.94369597619978,19.7,61.213247548481526,102.4019389405327,44.60118002310647,83.4,0.86,12.34
GM,General Motors Company,Consumer Cyclical,81.95,73891463168.0,29.908758,9.92,1.227,distress,86.2963435912595,5.3,-81.90399570256841,-58.24302443273795,-91.42828164279628,-199.9,5.69,1.0
GPC,Genuine Parts Company,Consumer Cyclical,97.92,13622837248.0,222.54546,9.734,2.074,grey,99.3078499478418,1.4,44.958097569244295,107.1672144337572,19.89303833129676,-54.1,3.22,3.44
GILD,"Gilead Sciences, Inc.",Healthcare,130.95,162583576576.0,17.816326,11.715,4.247,safe,128.78831417908583,-1.7,97.89356878497055,172.0836671858695,67.9932885151118,-25.2,2.57,31.48
GPN,Global Payments Inc.,Industrials,66.16,18097639424.0,24.32353,9.478,0.923,distress,71.26605538474726,7.7,9.05805560509707,57.49121857273515,-10.531142449868474,-86.3,-4.96,25.26
GL,Globe Life Inc.,Financial Services,158.66,12319118336.0,10.987535,9.036,,not applicable,,,259.2602844573261,464.92085084224175,176.443735183677,63.4,4.67,24.23
GDDY,GoDaddy Inc.,Technology,84.475,11185321984.0,13.38748,10.498,1.306,distress,84.91400854801985,0.5,148.24072604892237,265.8187894272383,100.92709740245913,75.5,6.56,26.17
GS,"The Goldman Sachs Group, Inc.",Financial Services,1045.275,308363886592.0,19.095268,11.172,,not applicable,,,1060.1531827529575,1084.556731947328,1050.3352374073509,1.4,7.16,1.0
HAL,Halliburton Company,Energy,39.495,32994033664.0,21.820442,9.837,3.652,safe,41.29467736227463,4.6,25.1608273113997,47.52824911584485,16.147854777840713,-36.3,3.01,8.3
HIG,"The Hartford Insurance Group, Inc.",Financial Services,131.855,36145516544.0,9.279029,6.379,,not applicable,,,365.40241563460944,624.6058855701062,261.1763110113196,177.1,8.7,19.09
HAS,"Hasbro, Inc.",Consumer Cyclical,84.71,11985676288.0,24.37097,11.412,2.892,grey,85.02625877326263,0.4,16.857337069622123,39.22383332237689,7.800314279722191,-80.1,-7.06,11.05
HCA,"HCA Healthcare, Inc.",Healthcare,371.465,82405720064.0,12.80031,8.504,2.55,grey,618.6253724354241,66.5,275.97161673825406,626.4417952674166,135.00682584998228,-25.7,7.87,8.06
DOC,"Healthpeak Properties, Inc.",Real Estate,19.815,13660852224.0,61.92188,15.729,,not applicable,,,19.85840051345963,44.00897260544491,10.1548188417835,0.2,11.05,40.0
HSIC,"Henry Schein, Inc.",Healthcare,77.49,8827409408.0,23.410875,13.224,2.763,grey,90.02225595309038,16.2,29.704791392928843,71.66381810333857,12.78597149125146,-61.7,1.4,3.86
HSY,The Hershey Company,Consumer Defensive,186.95,37921566720.0,34.81378,18.518,4.328,safe,274.8714985613762,47.0,158.91771280719126,291.50434621850883,105.51127921120904,-15.0,3.92,15.85
HPE,Hewlett Packard Enterprise Company,Technology,49.13,65058119680.0,45.915886,15.48,1.299,distress,53.00775417587792,7.9,8.820000330371613,23.49438411275199,2.9145849375723305,-82.0,6.37,4.76
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,342.58,77987774464.0,52.22256,29.807,2.713,grey,338.3708308179775,-1.2,127.90282492111592,258.9756395335669,75.23970582887672,-62.7,11.13,16.75
HD,"The Home Depot, Inc.",Consumer Cyclical,310.8,309903851520.0,22.089552,14.88,5.542,safe,309.0694962337417,-0.6,148.46354143339622,292.5943998794906,90.34980669794302,-52.2,1.52,9.24
HON,Honeywell International Inc.,Industrials,214.825,136124530688.0,34.26236,19.276,3.291,safe,176.64734641036304,-17.8,76.07571974904573,155.60594673820606,44.01320114308781,-64.6,1.82,14.04
HRL,Hormel Foods Corporation,Consumer Defensive,23.685,13034209280.0,27.864704,9.985,3.49,safe,23.266966202894004,-1.8,18.443880415624136,30.472788247154085,13.588453880909908,-22.1,-0.95,6.55
HST,"Host Hotels & Resorts, Inc.",Real Estate,24.705,17139495936.0,16.806122,12.507,2.268,not applicable,24.723302207765283,0.1,19.93272245700492,38.06658698832127,12.638321144814554,-19.3,7.61,16.11
HWM,Howmet Aerospace Inc.,Industrials,252.065,100853096448.0,58.48376,39.895,12.474,safe,250.72989483678316,-0.5,52.55589489137597,94.9534792007609,35.532732620956175,-79.1,13.37,12.57
HPQ,HP Inc.,Technology,25.345,23178577920.0,9.387036,6.624,1.696,distress,26.29921480898413,3.8,28.482190639313977,52.42155098702164,18.803565474322653,12.4,-4.21,5.6
HUBB,Hubbell Incorporated,Industrials,477.46,25229834240.0,28.185358,19.005,5.532,safe,485.8094821451595,1.7,194.59470130145468,360.10786000268456,127.9710130766784,-59.2,5.71,12.96
HUM,Humana Inc.,Healthcare,344.985,41419415552.0,36.818035,10.253,,,,,568.3963241528695,931.5997208006266,422.4955652457859,64.8,11.77,2.21
HBAN,Huntington Bancshares Incorporated,Financial Services,16.5903,33630703616.0,12.761769,11.172,,not applicable,,,19.12270190321673,33.65422041706869,13.269254227051864,15.3,3.88,34.23
HII,"Huntington Ingalls Industries, Inc.",Industrials,294.22,11593453568.0,19.105196,12.628,2.783,grey,294.6735518847578,0.2,150.27856867918862,303.304290282624,88.67324052519973,-48.9,5.35,4.25
IBM,International Business Machines Corporation,Technology,283.7,266645471232.0,25.128433,20.572,3.484,safe,299.7406440241303,5.7,127.08306576666546,257.7872030998091,74.43074813769188,-55.2,3.72,17.32
IEX,IDEX Corporation,Industrials,216.285,16008346624.0,31.947563,18.201,5.247,safe,216.1599021777354,-0.1,102.94549465318008,186.07655003057877,69.44502866266477,-52.4,2.81,17.7
IDXX,"IDEXX Laboratories, Inc.",Healthcare,562.92,44404817920.0,41.360764,29.403,20.7,safe,566.8528952063016,0.7,184.01164806313585,322.5951511963843,128.28360326639535,-67.3,8.52,19.31
ITW,Illinois Tool Works Inc.,Industrials,253.45,72917565440.0,23.53296,17.041,7.954,safe,254.9607207507821,0.6,91.35297229608618,172.97832707955232,58.42303124604119,-64.0,0.23,16.51
INCY,Incyte Corporation,Healthcare,104.4925,20875737088.0,14.758828,10.491,9.205,safe,101.51539943094517,-2.8,127.5045938606746,205.81290524274712,96.07601087999838,22.0,14.84,17.46
IR,Ingersoll Rand Inc.,Industrials,72.0,28176252928.0,48.648647,15.78,3.092,safe,71.35028823788154,-0.9,50.29891884247611,92.66879080035548,33.26333335458443,-30.1,8.95,16.16
PODD,Insulet Corporation,Healthcare,153.04,10600264704.0,35.840748,17.732,5.709,safe,146.44972390976676,-4.3,92.5504608298988,168.47461882540404,62.16948015977121,-39.5,27.54,6.61
INTC,Intel Corporation,Technology,101.67,510993399808.0,34.961765,41.459,4.406,safe,114.35902828491842,12.5,-1.3807324610765173,-0.6927432198419969,-1.6591106325749672,-101.4,-5.71,1.0
IBKR,"Interactive Brokers Group, Inc.",Financial Services,83.81,142160379904.0,35.969955,11.172,0.79,not applicable,,,596.2693698042914,892.8726716965232,477.63943396005294,611.5,30.0,40.0
ICE,"Intercontinental Exchange, Inc.",Financial Services,140.8602,79658205184.0,20.473866,15.179,0.865,not applicable,143.30629349577856,1.7,100.36589183960012,197.15461495725563,61.45690851294972,-28.7,9.47,31.53
IFF,International Flavors & Fragrances Inc.,Basic Materials,73.175,18681831424.0,22.6548,13.111,1.277,distress,73.59865635670377,0.6,-6.0720182883297005,5.165497833896523,-10.615627568383928,-108.3,-4.34,3.75
IP,International Paper Company,Consumer Cyclical,33.68,17834131456.0,24.37097,6.604,1.109,distress,34.181030381851365,1.5,8.145309623842012,24.92913442396186,1.3842757906713954,-75.8,3.75,3.57
INTU,Intuit Inc.,Technology,296.4,81076363264.0,18.073172,12.905,4.707,safe,302.00874523007855,1.9,488.33268331792505,842.8452108429334,346.01542918007965,64.8,13.95,30.71
ISRG,"Intuitive Surgical, Inc.",Healthcare,424.77,150437756928.0,51.48727,37.043,37.789,safe,418.80496560957687,-1.4,137.3874183042231,228.930045449892,100.67252030380368,-67.7,17.39,16.57
IVZ,Invesco Ltd.,Financial Services,27.43,12159627264.0,16.319958999999997,12.93,1.466,not applicable,35.99502118478776,31.2,32.225797335254235,56.086923331865904,22.606021064800245,17.5,1.78,17.35
INVH,Invitation Homes Inc.,Real Estate,30.11,17886605312.0,31.694738,17.602,1.385,not applicable,29.607900516710306,-1.7,13.35991148932577,33.08128824950688,5.424770957245574,-55.6,6.84,35.27
IQV,IQVIA Holdings Inc.,Healthcare,183.6,30642841600.0,22.807453,15.139,1.863,grey,149.338227345716,-18.7,94.5529671307411,218.8742089626788,44.48170079485304,-48.5,4.21,11.83
IRM,Iron Mountain Incorporated,Real Estate,126.0,37488107520.0,136.95651,23.904,1.144,not applicable,130.74491443619092,3.8,-60.74276897960412,-57.3920522074175,-62.08926715779351,-148.2,10.58,1.0
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,288.175,27174670336.0,44.81726,17.585,6.958,safe,283.6379371732336,-1.6,25.02270811783954,51.932593039215966,14.127668484884902,-91.3,-6.78,3.42
JBL,Jabil Inc.,Technology,355.205,37475057664.0,48.00067,17.691,3.749,safe,372.7142487131742,4.9,52.34899684917535,103.29583915297992,31.75567530373304,-85.3,-3.8,2.5
JKHY,"Jack Henry & Associates, Inc.",Technology,130.265,9255430144.0,18.193436,13.146,9.163,safe,130.54261338158426,0.2,81.02844477290418,139.19170866432404,57.62649096801224,-37.8,6.93,14.24
J,Jacobs Solutions Inc.,Industrials,123.5048,14583555072.0,36.432095,17.335,2.999,grey,93.28032674960016,-24.5,82.0154848598775,158.78662227000103,51.12893387312696,-33.6,7.13,6.11
JNJ,Johnson & Johnson,Healthcare,234.665,564889518080.0,27.223318,16.961,,,,,120.01864021585632,213.48115535028103,82.39582261614308,-48.9,5.6,20.8
JCI,Johnson Controls International plc,Industrials,143.7,87673610240.0,43.944954,22.866,2.916,grey,146.89900388598977,2.2,25.546412930229348,53.3682541772133,14.342501661958076,-82.2,4.57,6.58
JPM,JPMorgan Chase & Co.,Financial Services,313.45,839892860928.0,15.004788,11.172,,not applicable,,,112.26196921505904,122.93758920077892,107.97446419256713,-64.2,12.5,1.0
KVUE,Kenvue Inc.,Consumer Defensive,17.7294,34040602624.0,21.10643,11.567,2.091,grey,16.97779095234793,-4.2,9.40698871852288,18.530667402606007,5.726493363697793,-46.9,0.39,12.97
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,30.8466,41968631808.0,22.849333,17.386,1.428,distress,36.0378033456797,16.8,0.8592543931946283,15.850450610093766,-5.175129783669238,-97.2,5.71,10.64
KEY,KeyCorp,Financial Services,21.88,23722856448.0,13.423312,11.172,,not applicable,,,19.919691301507115,43.19445825597593,10.534048363916618,-9.0,1.21,37.24
KEYS,"Keysight Technologies, Inc.",Technology,331.78,56647618560.0,53.42673,38.777,8.295,safe,347.6183106803185,4.8,80.11451003729115,135.69051225396976,57.68842879244906,-75.9,-0.28,20.43
KMB,Kimberly-Clark Corporation,Consumer Defensive,99.26,32948400128.0,19.199226,11.352,3.351,safe,94.549617900182,-4.7,40.33435743204948,79.27576346871254,24.56991926579211,-59.4,-6.58,12.58
KIM,Kimco Realty Corporation,Real Estate,24.29,16380928000.0,27.91954,18.669,1.329,not applicable,24.267016236212545,-0.1,10.409779294985672,26.26299669933403,4.032307285551104,-57.1,7.4,40.0
KMI,"Kinder Morgan, Inc.",Energy,31.855,70871826432.0,21.379194,13.973,1.289,distress,32.203461880363335,1.1,2.3199689346801216,13.378857598272798,-2.150842583940131,-92.7,-4.09,20.41
KKR,KKR & Co. Inc.,Financial Services,93.28,86978142208.0,31.72789,11.172,0.892,not applicable,,,-2.600530568508474,4.312516790368811,-5.3654841595166,-102.8,30.0,1.0
KLAC,KLA Corporation,Technology,1978.0,258381234176.0,55.90729,47.788,16.143,safe,2130.1035977556367,7.7,561.457191652957,968.0544788649976,398.0171520975754,-71.6,9.69,31.5
KHC,The Kraft Heinz Company,Consumer Defensive,22.575,26768930816.0,22.849333,7.604,0.466,distress,22.4342520718037,-0.6,12.64391910387452,30.725492401072252,5.341788818975475,-44.0,-1.98,10.84
KR,The Kroger Co.,Consumer Defensive,63.96,39435223040.0,41.532467,8.775,4.337,safe,80.83714699826697,26.4,14.809659469512152,48.29339153601745,1.2991241756337213,-76.8,-0.14,1.61
